"PSEBR_a4294,Putative major facilitator transporter","ELZ14_23655,MFS transporter","PSBVI21_RS0117490,MFS transporter","P908_RS09830,MFS transporter","BK653_28390,MFS transporter","BK654_18330,MFS transporter","BK655_26250,MFS transporter","SAMN04490180_3091,Major Facilitator Superfamily protein","CD58_22710,MFS transporter","BK657_17850,MFS transporter","A0U95_23700,MFS transporter","AK973_4745,Transporter, MFS superfamily","LZ4_RS17195,MFS transporter","AW28_RS25875,MFS transporter","AD658_RS22345,MFS transporter","BK656_09245,MFS transporter","BK652_05310,MFS transporter"
"PSEBR_a4295,Putative glutamine synthetase","ELZ14_23660,glutamine synthetase","PSBVI21_RS0117485,glutamine synthetase","P908_RS09825,glutamine synthetase","BK653_28395,glutamine synthetase","BK654_18325,glutamine synthetase","BK655_26255,glutamine synthetase","SAMN04490180_3092,L-glutamine synthetase","CD58_22715,glutamate--ammonia ligase","BK657_17855,glutamine synthetase","A0U95_23695,glutamate--ammonia ligase","AK973_4746,glutamine synthetase family protein","LZ4_RS17200,glutamine synthetase","AW28_RS25880,glutamine synthetase","AD658_RS22350,glutamine synthetase","BK656_09250,glutamine synthetase","BK652_05315,glutamine synthetase"
"PSEBR_a4296,Putative incomplete histidine kinase","ELZ14_23665,HAMP domain-containing histidine kinase","PSBVI21_RS0117480,HAMP domain-containing histidine kinase","P908_RS09820,HAMP domain-containing histidine kinase","BK653_28400,histidine kinase","BK654_18320,histidine kinase","BK655_26260,histidine kinase","SAMN04490180_3094,hypothetical protein","CD58_22720,histidine kinase","BK657_17860,histidine kinase","A0U95_23690,histidine kinase","AK973_4747,Osmosensitive K+ channel histidine kinase KdpD","LZ4_RS17205,HAMP domain-containing histidine kinase","AW28_RS25885,HAMP domain-containing histidine kinase","AD658_RS22355,HAMP domain-containing histidine kinase","BK656_09255,histidine kinase","BK652_05320,histidine kinase"
"PSEBR_a4297,Putative response regulator, CheY family","ELZ14_23670,response regulator","PSBVI21_RS0117475,response regulator","P908_RS09815,response regulator","BK653_28405,hypothetical protein","BK654_18315,hypothetical protein","BK655_26265,hypothetical protein","SAMN04490180_3095,Tetratricopeptide repeat-containing protein","CD58_22725,chemotaxis protein CheY","BK657_17865,hypothetical protein","A0U95_23685,hypothetical protein","AK973_4748,Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY","LZ4_RS17210,response regulator","AW28_RS25890,response regulator","AD658_RS22360,response regulator","BK656_09260,hypothetical protein","BK652_05325,hypothetical protein"
"PSEBR_a4303,Putative DNA-binding protein","ELZ14_23720,Arc family DNA-binding protein","PSBVI21_RS0117445,Arc family DNA-binding protein","P908_RS09775,Arc family DNA-binding protein","BK653_28480,DNA-binding protein","BK654_18305,DNA-binding protein","BK655_26295,DNA-binding protein","SAMN04490180_3105,Arc-like DNA binding domain-containing protein","CD58_22740,DNA-binding protein","BK657_17895,DNA-binding protein","A0U95_23645,DNA-binding protein","AK973_4754,Alginate biosynthesis transcriptional activator","LZ4_RS17245,Arc family DNA-binding protein","AW28_RS25930,Arc family DNA-binding protein","AD658_RS22425,Arc family DNA-binding protein","BK656_09290,DNA-binding protein","BK652_05370,DNA-binding protein"
"PSEBR_a4306,Conserved hypothetical protein; putative membrane protein","ELZ14_23735,magnesium transporter","PSBVI21_RS0117430,magnesium transporter","P908_RS09760,magnesium transporter","BK653_28485,magnesium transporter","BK654_18300,magnesium transporter","BK655_26310,magnesium transporter","SAMN04490180_3108,magnesium transporter","CD58_22745,magnesium transporter","BK657_17910,magnesium transporter","A0U95_23630,magnesium transporter","AK973_4757,Mg/Co/Ni transporter MgtE","LZ4_RS17250,magnesium transporter","AW28_RS25945,magnesium transporter","AD658_RS22440,magnesium transporter","BK656_09305,magnesium transporter","BK652_05375,magnesium transporter"
"PSEBR_a4308,regulator of secondary metabolites","ELZ14_23760,carbon storage regulator","PSBVI21_RS0117405,carbon storage regulator","P908_RS09735,carbon storage regulator","BK653_28510,carbon storage regulator","BK654_18275,carbon storage regulator","BK655_26335,carbon storage regulator","SAMN04490180_3113,carbon storage regulator, CsrA","CD58_22770,carbon storage regulator","BK657_17935,carbon storage regulator","A0U95_23605,carbon storage regulator","AK973_4758,Carbon storage regulator","LZ4_RS17280,carbon storage regulator","AW28_RS25970,carbon storage regulator","AD658_RS22465,carbon storage regulator","BK656_09330,carbon storage regulator","BK652_05400,carbon storage regulator"
"PSEBR_a4309,Aspartate kinase","ELZ14_23765,aspartate kinase","PSBVI21_RS0117400,aspartate kinase","P908_RS09730,aspartate kinase","BK653_28515,aspartate kinase","BK654_18270,aspartate kinase","BK655_26340,aspartate kinase","SAMN04490180_3114,aspartate kinase","CD58_22775,aspartate kinase","BK657_17940,aspartate kinase","A0U95_23600,aspartate kinase","AK973_4759,Aspartokinase","LZ4_RS17285,aspartate kinase","AW28_RS25975,aspartate kinase","AD658_RS22470,aspartate kinase","BK656_09335,aspartate kinase","BK652_05405,aspartate kinase"
"PSEBR_a4311,Threonine aldolase","ELZ14_23775,low-specificity L-threonine aldolase","PSBVI21_RS0117390,low-specificity L-threonine aldolase","P908_RS09720,low-specificity L-threonine aldolase","BK653_28525,threonine aldolase","BK654_18260,threonine aldolase","BK655_26350,threonine aldolase","SAMN04490180_3116,L-threonine aldolase","CD58_22785,threonine aldolase","BK657_17950,threonine aldolase","A0U95_23590,threonine aldolase","AK973_4761,Low-specificity L-threonine aldolase","LZ4_RS17295,low-specificity L-threonine aldolase","AW28_RS25985,low-specificity L-threonine aldolase","AD658_RS22480,low-specificity L-threonine aldolase","BK656_09345,threonine aldolase","BK652_05415,threonine aldolase"
"PSEBR_a4312,Riboflavin synthase","ELZ14_23780,6,7-dimethyl-8-ribityllumazine synthase","PSBVI21_RS0117385,6,7-dimethyl-8-ribityllumazine synthase","P908_RS09715,6,7-dimethyl-8-ribityllumazine synthase","BK653_28530,6,7-dimethyl-8-ribityllumazine synthase","BK654_18255,6,7-dimethyl-8-ribityllumazine synthase","BK655_26355,6,7-dimethyl-8-ribityllumazine synthase","SAMN04490180_3118,6,7-dimethyl-8-ribityllumazine synthase","CD58_22790,6,7-dimethyl-8-ribityllumazine synthase","BK657_17955,6,7-dimethyl-8-ribityllumazine synthase","A0U95_23585,6,7-dimethyl-8-ribityllumazine synthase","AK973_4762,6,7-dimethyl-8-ribityllumazine synthase","LZ4_RS17300,6,7-dimethyl-8-ribityllumazine synthase","AW28_RS25990,6,7-dimethyl-8-ribityllumazine synthase","AD658_RS22485,6,7-dimethyl-8-ribityllumazine synthase","BK656_09350,6,7-dimethyl-8-ribityllumazine synthase","BK652_05420,6,7-dimethyl-8-ribityllumazine synthase"
"PSEBR_a4313,Succinylglutamate desuccinylase","ELZ14_23785,succinylglutamate desuccinylase","PSBVI21_RS0117380,succinylglutamate desuccinylase","P908_RS09710,succinylglutamate desuccinylase","BK653_28535,succinylglutamate desuccinylase","BK654_18250,succinylglutamate desuccinylase","BK655_26360,succinylglutamate desuccinylase","SAMN04490180_3120,succinylglutamate desuccinylase","CD58_22795,succinylglutamate desuccinylase","BK657_17960,succinylglutamate desuccinylase","A0U95_23580,succinylglutamate desuccinylase","AK973_4763,Succinylglutamate desuccinylase","LZ4_RS17305,succinylglutamate desuccinylase","AW28_RS25995,succinylglutamate desuccinylase","AD658_RS22490,succinylglutamate desuccinylase","BK656_09355,succinylglutamate desuccinylase","BK652_05425,succinylglutamate desuccinylase"
"PSEBR_a4314,Conserved hypothetical protein","ELZ14_23790,topoisomerase II","PSBVI21_RS0117375,hypothetical protein","P908_RS09705,hypothetical protein","BK653_28540,topoisomerase II","BK654_18245,topoisomerase II","BK655_26365,topoisomerase II","SAMN04490180_3121,hypothetical protein","CD58_22800,topoisomerase II","BK657_17965,topoisomerase II","A0U95_23575,topoisomerase II","AK973_4764,Putative GTPases (G3E family)","LZ4_RS17310,hypothetical protein","AW28_RS26000,hypothetical protein","AD658_RS22495,hypothetical protein","BK656_09360,topoisomerase II","BK652_05430,topoisomerase II"
"PSEBR_a4315,N-succinylarginine dihydrolase","ELZ14_23795,N-succinylarginine dihydrolase","PSBVI21_RS0117370,N-succinylarginine dihydrolase","P908_RS09700,N-succinylarginine dihydrolase","BK653_28545,N-succinylarginine dihydrolase","BK654_18240,N-succinylarginine dihydrolase","BK655_26370,N-succinylarginine dihydrolase","SAMN04490180_3122,succinylarginine dihydrolase","CD58_22805,N-succinylarginine dihydrolase","BK657_17970,N-succinylarginine dihydrolase","A0U95_23570,succinylarginine dihydrolase","AK973_4765,Succinylarginine dihydrolase","LZ4_RS17315,N-succinylarginine dihydrolase","AW28_RS26005,N-succinylarginine dihydrolase","AD658_RS22500,N-succinylarginine dihydrolase","BK656_09365,N-succinylarginine dihydrolase","BK652_05435,N-succinylarginine dihydrolase"
"PSEBR_a4316,Succinylglutamate-semialdehyde dehydrogenase","ELZ14_23800,succinylglutamate-semialdehyde dehydrogenase","PSBVI21_RS0117360,succinylglutamate-semialdehyde dehydrogenase","P908_RS09695,succinylglutamate-semialdehyde dehydrogenase","BK653_28550,succinylglutamate-semialdehyde dehydrogenase","BK654_18235,succinylglutamate-semialdehyde dehydrogenase","BK655_26375,succinylglutamate-semialdehyde dehydrogenase","SAMN04490180_3123,succinylglutamic semialdehyde dehydrogenase","CD58_22810,succinylglutamate-semialdehyde dehydrogenase","BK657_17975,succinylglutamate-semialdehyde dehydrogenase","A0U95_23565,N-succinylglutamate 5-semialdehyde dehydrogenase","AK973_4766,Succinylglutamic semialdehyde dehydrogenase","LZ4_RS17320,succinylglutamate-semialdehyde dehydrogenase","AW28_RS26010,succinylglutamate-semialdehyde dehydrogenase","AD658_RS22505,succinylglutamate-semialdehyde dehydrogenase","BK656_09370,succinylglutamate-semialdehyde dehydrogenase","BK652_05440,succinylglutamate-semialdehyde dehydrogenase"
"PSEBR_a4317,Arginine N-succinyltransferase, beta subunit","ELZ14_23805,arginine N-succinyltransferase","PSBVI21_RS0117355,arginine N-succinyltransferase","P908_RS09690,arginine N-succinyltransferase","BK653_28555,arginine N-succinyltransferase","BK654_18230,arginine N-succinyltransferase","BK655_26380,arginine N-succinyltransferase","SAMN04490180_3124,arginine succinyltransferase","CD58_22815,arginine N-succinyltransferase","BK657_17980,arginine N-succinyltransferase","A0U95_23560,arginine N-succinyltransferase","AK973_4767,Arginine N-succinyltransferase","LZ4_RS17325,arginine N-succinyltransferase","AW28_RS26015,arginine N-succinyltransferase","AD658_RS22510,arginine N-succinyltransferase","BK656_09375,arginine N-succinyltransferase","BK652_05445,arginine N-succinyltransferase"
"PSEBR_a4318,Arginine N-succinyltransferase, alpha subunit","ELZ14_23810,arginine/ornithine succinyltransferase subunit alpha","PSBVI21_RS0117350,arginine/ornithine succinyltransferase subunit alpha","P908_RS09685,arginine/ornithine succinyltransferase subunit alpha","BK653_28560,arginine/ornithine succinyltransferase subunit alpha","BK654_18225,arginine/ornithine succinyltransferase subunit alpha","BK655_26385,arginine/ornithine succinyltransferase subunit alpha","SAMN04490180_3125,arginine succinyltransferase","CD58_22820,arginine N-succinyltransferase","BK657_17985,arginine/ornithine succinyltransferase subunit alpha","A0U95_23555,arginine N-succinyltransferase","AK973_4768,Arginine N-succinyltransferase, alpha subunit","LZ4_RS17330,arginine/ornithine succinyltransferase subunit alpha","AW28_RS26020,arginine/ornithine succinyltransferase subunit alpha","AD658_RS22515,arginine/ornithine succinyltransferase subunit alpha","BK656_09380,arginine/ornithine succinyltransferase subunit alpha","BK652_05450,arginine/ornithine succinyltransferase subunit alpha"
"PSEBR_a4319,Bifunctional protein: Acetylornithine transaminase; Succinyldiaminopimelate transaminase","ELZ14_23815,aspartate aminotransferase family protein","PSBVI21_RS0117345,aspartate aminotransferase family protein","P908_RS09680,aspartate aminotransferase family protein","BK653_28565,bifunctional succinylornithine transaminase/acetylornithine transaminase","BK654_18220,bifunctional succinylornithine transaminase/acetylornithine transaminase","BK655_26390,bifunctional succinylornithine transaminase/acetylornithine transaminase","SAMN04490180_3127,acetylornithine aminotransferase apoenzyme /succinylornithine aminotransferase apoenzyme","CD58_22825,acetylornithine aminotransferase","BK657_17990,bifunctional succinylornithine transaminase/acetylornithine transaminase","A0U95_23550,acetylornithine aminotransferase","AK973_4770,Succinylornithine transaminase","LZ4_RS17335,aspartate aminotransferase family protein","AW28_RS26025,aspartate aminotransferase family protein","AD658_RS22520,aspartate aminotransferase family protein","BK656_09385,bifunctional succinylornithine transaminase/acetylornithine transaminase","BK652_05455,bifunctional succinylornithine transaminase/acetylornithine transaminase"
"PSEBR_a4320,Putative transcription factor, AraC family","ELZ14_23820,GlxA family transcriptional regulator","PSBVI21_RS0117340,GlxA family transcriptional regulator","P908_RS09675,GlxA family transcriptional regulator","BK653_28570,AraC family transcriptional regulator","BK654_18215,AraC family transcriptional regulator","BK655_26395,AraC family transcriptional regulator","SAMN04490180_3128,Transcriptional regulator GlxA family, contains an amidase domain and an AraC-type DNA-binding HTH domain","CD58_22835,AraC family transcriptional regulator","BK657_17995,AraC family transcriptional regulator","A0U95_23545,AraC family transcriptional regulator","AK973_4773,Arginine pathway regulatory protein ArgR, repressor of arg regulon","LZ4_RS17340,GlxA family transcriptional regulator","AW28_RS26030,GlxA family transcriptional regulator","AD658_RS22525,GlxA family transcriptional regulator","BK656_09390,AraC family transcriptional regulator","BK652_05460,AraC family transcriptional regulator"
"PSEBR_a4321,Putative ABC transporter, ATP-binding component","ELZ14_23825,ATP-binding cassette domain-containing protein","PSBVI21_RS0117335,ATP-binding cassette domain-containing protein","P908_RS09670,ATP-binding cassette domain-containing protein","BK653_28575,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein","BK654_18210,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein","BK655_26400,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein","SAMN04490180_3129,L-arginine ABC transporter ATP-binding protein /L-ornithine ABC transporter ATP-binding protein","CD58_22840,amino acid transporter","BK657_18000,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein","A0U95_23540,amino acid transporter","AK973_4774,Arginine/ornithine ABC transporter, ATP-binding","LZ4_RS17345,ATP-binding cassette domain-containing protein","AW28_RS26035,ATP-binding cassette domain-containing protein","AD658_RS22530,ATP-binding cassette domain-containing protein","BK656_09395,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein","BK652_05465,histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein"
"PSEBR_a4322,Putative ABC transporter, permease component","ELZ14_23830,ABC transporter permease","PSBVI21_RS0117330,ABC transporter permease","P908_RS09665,ABC transporter permease","BK653_28580,amino acid ABC transporter permease","BK654_18205,amino acid ABC transporter permease","BK655_26405,amino acid ABC transporter permease","SAMN04490180_3130,L-arginine ABC transporter membrane protein /L-ornithine ABC transporter membrane protein","CD58_22845,amino acid ABC transporter permease","BK657_18005,amino acid ABC transporter permease","A0U95_23535,amino acid ABC transporter permease","AK973_4775,Arginine/ornithine ABC transporter, permease","LZ4_RS17350,ABC transporter permease","AW28_RS26040,ABC transporter permease","AD658_RS22535,ABC transporter permease","BK656_09400,amino acid ABC transporter permease","BK652_05470,amino acid ABC transporter permease"
"PSEBR_a4323,Putative ABC transporter, permease component","ELZ14_23835,ABC transporter permease","PSBVI21_RS0117325,ABC transporter permease","P908_RS09660,ABC transporter permease","BK653_28585,ABC transporter","BK654_18200,ABC transporter","BK655_26410,ABC transporter","SAMN04490180_3131,L-arginine ABC transporter membrane protein /L-ornithine ABC transporter membrane protein","CD58_22850,ABC transporter","BK657_18010,ABC transporter","A0U95_23530,ABC transporter","AK973_4776,Arginine/ornithine ABC transporter, permease","LZ4_RS17355,ABC transporter permease","AW28_RS26045,ABC transporter permease","AD658_RS22540,ABC transporter permease","BK656_09405,ABC transporter","BK652_05475,ABC transporter"
"PSEBR_a4324,Putative ABC transporter, periplasmic component","ELZ14_23840,ABC transporter substrate-binding protein","PSBVI21_RS0117320,ABC transporter substrate-binding protein","P908_RS09655,ABC transporter substrate-binding protein","BK653_28590,ABC transporter substrate-binding protein","BK654_18195,ABC transporter substrate-binding protein","BK655_26415,ABC transporter substrate-binding protein","SAMN04490180_3132,L-arginine-binding protein /L-ornithine-binding protein","CD58_22855,ABC transporter substrate-binding protein","BK657_18015,ABC transporter substrate-binding protein","A0U95_23525,ABC transporter substrate-binding protein","AK973_4777,Arginine/ornithine ABC transporter, periplasmic arginine/ornithine binding protein","LZ4_RS17360,ABC transporter substrate-binding protein","AW28_RS26050,ABC transporter substrate-binding protein","AD658_RS22545,ABC transporter substrate-binding protein","BK656_09410,ABC transporter substrate-binding protein","BK652_05480,ABC transporter substrate-binding protein"
"PSEBR_a4325,Acetate--CoA ligase","ELZ14_23850,acetate--CoA ligase","PSBVI21_RS0117315,acetate--CoA ligase","P908_RS09650,acetate--CoA ligase","BK653_28595,acetate--CoA ligase","BK654_18190,acetate--CoA ligase","BK655_26420,acetate--CoA ligase","SAMN04490180_3133,acetyl-coenzyme A synthetase","CD58_22860,acetyl-CoA synthetase","BK657_18020,acetate--CoA ligase","A0U95_23520,acetyl-coenzyme A synthetase","AK973_4778,Acetyl-coenzyme A synthetase","LZ4_RS17365,acetate--CoA ligase","AW28_RS26055,acetate--CoA ligase","AD658_RS22550,acetate--CoA ligase","BK656_09415,acetate--CoA ligase","BK652_05485,acetate--CoA ligase"
"PSEBR_a4326,Conserved hypothetical protein; putative exported protein","ELZ14_23855,DUF2790 domain-containing protein","PSBVI21_RS0117310,DUF2790 domain-containing protein","P908_RS09645,DUF2790 domain-containing protein","BK653_28600,hypothetical protein","BK654_18185,hypothetical protein","BK655_26425,hypothetical protein","SAMN04490180_3134,Protein of unknown function","CD58_22865,hypothetical protein","BK657_18025,hypothetical protein","A0U95_23515,hypothetical protein","AK973_4779,Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit","LZ4_RS17370,DUF2790 domain-containing protein","AW28_RS26060,DUF2790 domain-containing protein","AD658_RS22555,DUF2790 domain-containing protein","BK656_09420,hypothetical protein","BK652_05490,hypothetical protein"
"PSEBR_a4328,Ribonucleoside-diphosphate reductase, beta subunit","ELZ14_23865,ribonucleotide-diphosphate reductase subunit beta","PSBVI21_RS0117300,ribonucleotide-diphosphate reductase subunit beta","P908_RS09635,ribonucleotide-diphosphate reductase subunit beta","BK653_28610,ribonucleotide-diphosphate reductase subunit beta","BK654_18175,ribonucleotide-diphosphate reductase subunit beta","BK655_26435,ribonucleotide-diphosphate reductase subunit beta","SAMN04490180_3136,ribonucleoside-diphosphate reductase beta chain","CD58_22875,ribonucleotide-diphosphate reductase subunit beta","BK657_18035,ribonucleotide-diphosphate reductase subunit beta","A0U95_23505,ribonucleotide-diphosphate reductase subunit beta","AK973_4781,Ribonucleotide reductase of class Ia (aerobic), beta subunit","LZ4_RS17380,ribonucleotide-diphosphate reductase subunit beta","AW28_RS26070,ribonucleotide-diphosphate reductase subunit beta","AD658_RS22565,ribonucleotide-diphosphate reductase subunit beta","BK656_09430,ribonucleotide-diphosphate reductase subunit beta","BK652_05495,ribonucleotide-diphosphate reductase subunit beta"
"PSEBR_a4331,Conserved hypothetical protein","ELZ14_23880,hypothetical protein","PSBVI21_RS0117285,hypothetical protein","P908_RS09620,hypothetical protein","BK653_28630,hypothetical protein","BK654_18170,hypothetical protein","BK655_26450,hypothetical protein","SAMN04490180_3139,hypothetical protein","CD58_22890,hypothetical protein","BK657_18050,hypothetical protein","A0U95_23490,hypothetical protein","AK973_4784,hypothetical protein","LZ4_RS17385,hypothetical protein","AW28_RS26105,hypothetical protein","AD658_RS22580,hypothetical protein","BK656_09445,hypothetical protein","BK652_05530,hypothetical protein"
"PSEBR_a4335,Putative transcription factor, AraC family","ELZ14_23900,AraC family transcriptional regulator","PSBVI21_RS0117265,AraC family transcriptional regulator","P908_RS09600,AraC family transcriptional regulator","BK653_28650,AraC family transcriptional regulator","BK654_18155,AraC family transcriptional regulator","BK655_26470,AraC family transcriptional regulator","SAMN04490180_3143,AraC-type DNA-binding protein","CD58_22905,AraC family transcriptional regulator","BK657_18070,AraC family transcriptional regulator","A0U95_23470,AraC family transcriptional regulator","AK973_4787,Transcriptional regulator, AraC family","LZ4_RS17395,AraC family transcriptional regulator","AW28_RS26120,AraC family transcriptional regulator","AD658_RS22600,AraC family transcriptional regulator","BK656_09465,AraC family transcriptional regulator","BK652_10640,AraC family transcriptional regulator"
"PSEBR_a4336,Putative transcription factor, Xre family","ELZ14_23905,XRE family transcriptional regulator","PSBVI21_RS0117260,XRE family transcriptional regulator","P908_RS09595,XRE family transcriptional regulator","BK653_28655,transcriptional regulator","BK654_18150,transcriptional regulator","BK655_26475,transcriptional regulator","SAMN04490180_3144,Helix-turn-helix","CD58_22910,XRE family transcriptional regulator","BK657_18075,transcriptional regulator","A0U95_23465,transcriptional regulator","AK973_4788,hypothetical protein","LZ4_RS17400,XRE family transcriptional regulator","AW28_RS26125,XRE family transcriptional regulator","AD658_RS22605,XRE family transcriptional regulator","BK656_09470,transcriptional regulator","BK652_05545,transcriptional regulator"
"PSEBR_a4337,Conserved hypothetical protein","ELZ14_23910,hydrolase","PSBVI21_RS0117255,hydrolase","P908_RS09590,hydrolase","BK653_28660,hydrolase","BK654_18145,hydrolase","BK655_26480,hydrolase","SAMN04490180_3145,L-ascorbate metabolism protein UlaG, beta-lactamase superfamily","CD58_22915,hydrolase","BK657_18080,hydrolase","A0U95_23460,hydrolase","AK973_4789,Outer membrane protein romA","LZ4_RS17405,hydrolase","AW28_RS26130,hydrolase","AD658_RS22610,hydrolase","BK656_09475,hydrolase","BK652_05550,hydrolase"
"PSEBR_a4338,Putative transcription factor, TetR family","ELZ14_23915,TetR/AcrR family transcriptional regulator","PSBVI21_RS0117250,TetR/AcrR family transcriptional regulator","P908_RS09585,TetR/AcrR family transcriptional regulator","BK653_28665,TetR family transcriptional regulator","BK654_18140,TetR family transcriptional regulator","BK655_26485,TetR family transcriptional regulator","SAMN04490180_3146,DNA-binding transcriptional regulator, AcrR family","CD58_22920,TetR family transcriptional regulator","BK657_18085,TetR family transcriptional regulator","A0U95_23455,TetR family transcriptional regulator","AK973_4790,Transcriptional regulator, TetR family","LZ4_RS17410,TetR/AcrR family transcriptional regulator","AW28_RS26135,TetR/AcrR family transcriptional regulator","AD658_RS22615,TetR/AcrR family transcriptional regulator","BK656_09480,TetR family transcriptional regulator","BK652_05555,TetR family transcriptional regulator"
"PSEBR_a4339,Conserved hypothetical protein; putative membrane protein","ELZ14_23920,DUF1003 domain-containing protein","PSBVI21_RS0117245,DUF1003 domain-containing protein","P908_RS09580,DUF1003 domain-containing protein","BK653_28670,hypothetical protein","BK654_18135,hypothetical protein","BK655_26490,hypothetical protein","SAMN04490180_3147,Protein of unknown function","CD58_22925,membrane protein","BK657_18090,hypothetical protein","A0U95_23450,hypothetical protein","AK973_4791,putative MEMBRANE PROTEIN","LZ4_RS17415,DUF1003 domain-containing protein","AW28_RS26140,DUF1003 domain-containing protein","AD658_RS22620,DUF1003 domain-containing protein","BK656_09485,hypothetical protein","BK652_05560,hypothetical protein"
"PSEBR_a4340,Putative transcription factor, LysR family","ELZ14_23925,LysR family transcriptional regulator","PSBVI21_RS0117240,LysR family transcriptional regulator","P908_RS09575,LysR family transcriptional regulator","BK653_28675,LysR family transcriptional regulator","BK654_18130,LysR family transcriptional regulator","BK655_26495,LysR family transcriptional regulator","SAMN04490180_3148,DNA-binding transcriptional regulator, LysR family","CD58_22930,LysR family transcriptional regulator","BK657_18095,LysR family transcriptional regulator","A0U95_23445,LysR family transcriptional regulator","AK973_4792,Transcriptional regulator, LysR family","LZ4_RS17420,LysR family transcriptional regulator","AW28_RS26145,LysR family transcriptional regulator","AD658_RS22625,LysR family transcriptional regulator","BK656_09490,LysR family transcriptional regulator","BK652_05565,LysR family transcriptional regulator"
"PSEBR_a4341,Putative transferase","ELZ14_23930,hypothetical protein","PSBVI21_RS0117235,hypothetical protein","P908_RS09570,hypothetical protein","BK653_28680,hypothetical protein","BK654_18125,hypothetical protein","BK655_26500,hypothetical protein","SAMN04490180_3149,Glutamine amidotransferase class-I","CD58_22935,hypothetical protein","BK657_18100,hypothetical protein","A0U95_23440,hypothetical protein","AK973_4793,CTP synthase","LZ4_RS17425,hypothetical protein","AW28_RS26150,hypothetical protein","AD658_RS22630,hypothetical protein","BK656_09495,hypothetical protein","BK652_05570,hypothetical protein"
"PSEBR_a4343,Conserved hypothetical protein","ELZ14_23950,DUF2025 family protein","PSBVI21_RS0117225,DUF2025 family protein","P908_RS09560,DUF2025 family protein","BK653_28690,DUF2025 domain-containing protein","BK654_18120,DUF2025 domain-containing protein","BK655_26510,DUF2025 domain-containing protein","SAMN04490180_3151,Protein of unknown function","CD58_22945,hypothetical protein","BK657_18110,DUF2025 domain-containing protein","A0U95_23430,hypothetical protein","AK973_4795,hypothetical protein","LZ4_RS07600,DUF2025 family protein","AW28_RS26160,DUF2025 family protein","AD658_RS22640,DUF2025 family protein","BK656_09505,DUF2025 domain-containing protein","BK652_05575,DUF2025 domain-containing protein"
"PSEBR_a4344,Putative glycerophosphodiester phosphodiesterase","ELZ14_23955,glycerophosphodiester phosphodiesterase","PSBVI21_RS0117220,glycerophosphodiester phosphodiesterase","P908_RS09555,glycerophosphodiester phosphodiesterase","BK653_28695,glycerophosphodiester phosphodiesterase","BK654_18115,glycerophosphodiester phosphodiesterase","BK655_26515,glycerophosphodiester phosphodiesterase","SAMN04490180_3152,glycerophosphoryl diester phosphodiesterase","CD58_22950,glycerophosphodiester phosphodiesterase","BK657_18115,glycerophosphodiester phosphodiesterase","A0U95_23425,glycerophosphodiester phosphodiesterase","AK973_4796,Glycerophosphoryl diester phosphodiesterase","LZ4_RS07605,glycerophosphodiester phosphodiesterase","AW28_RS26165,glycerophosphodiester phosphodiesterase","AD658_RS22645,glycerophosphodiester phosphodiesterase","BK656_09510,glycerophosphodiester phosphodiesterase","BK652_05580,glycerophosphodiester phosphodiesterase"
"PSEBR_a4345,Conserved hypothetical protein; putative exported protein","ELZ14_23960,peptidase M4","PSBVI21_RS0117215,peptidase M4","P908_RS09550,peptidase M4","BK653_28700,peptidase M4","BK654_18110,peptidase M4","BK655_26520,peptidase M4","SAMN04490180_3153,Uncharacterized membrane protein YkoI","CD58_22955,peptidase M4","BK657_18120,peptidase M4","A0U95_23420,peptidase M4","AK973_4797,hypothetical protein","LZ4_RS07610,peptidase M4","AW28_RS26170,peptidase M4","AD658_RS22650,peptidase M4","BK656_09515,peptidase M4","BK652_05585,peptidase M4"
"PSEBR_a4348,Hypothetical protein","ELZ14_23975,hypothetical protein","PSBVI21_RS0117195,hypothetical protein","P908_RS09535,hypothetical protein","BK653_28710,hypothetical protein","BK654_18095,hypothetical protein","BK655_26535,hypothetical protein","SAMN04490180_3157,hypothetical protein","CD58_22975,hypothetical protein","BK657_18135,hypothetical protein","A0U95_23405,hypothetical protein","AK973_4801,hypothetical protein","LZ4_RS07620,hypothetical protein","AW28_RS26185,hypothetical protein","AD658_RS22665,hypothetical protein","BK656_09530,hypothetical protein","BK652_05600,hypothetical protein"
"PSEBR_a4349,Conserved hypothetical protein; putative membrane protein","ELZ14_23980,MFS transporter","PSBVI21_RS0117190,MFS transporter","P908_RS09530,MFS transporter","BK653_28715,MFS transporter","BK654_18090,MFS transporter","BK655_26540,MFS transporter","SAMN04490180_3158,Predicted arabinose efflux permease, MFS family","CD58_22980,MFS transporter","BK657_18140,MFS transporter","A0U95_23400,MFS transporter","AK973_4802,Xanthine transporter,putative","LZ4_RS07625,MFS transporter","AW28_RS26190,MFS transporter","AD658_RS22670,MFS transporter","BK656_09535,MFS transporter","BK652_05605,MFS transporter"
